TeamID,Team Name,Wins,Losses,Ties,ConferenceID,CoachID,Location
tID139,Giants,0,0,0,0,0,"Rockdale,TX"
tID140,Jets,0,0,0,0,0,"Bailey's Prairie,TX"
tID141,Clippers,0,0,0,0,0,"Hiawassee,GA"
tID142,Gladiators,0,0,0,0,0,"Palestine,OH"
tID143,Sabers,0,0,0,0,0,"Woods Landing-Jelm,WY"
tID144,Strikers,0,0,0,0,0,"Brazos,NM"
tID145,Panthers,0,0,0,0,0,"South Glens Falls,NY"
tID146,Sailors,0,0,0,0,0,"Pine Point,MN"
tID147,Snakes,0,0,0,0,0,"Sunny Slopes,CA"
tID148,Warhawks,0,0,0,0,0,"St. Regis,MT"
tID149,Titans,0,0,0,0,0,"Hannaford,ND"
tID150,Galleons,0,0,0,0,0,"San Buenaventura,CA"
tID151,Commodores,0,0,0,0,0,"Ronceverte,WV"
tID152,Monarchs,0,0,0,0,0,"Melvin,MI"
tID153,Warhawks,0,0,0,0,0,"Phillipsburg,OH"
tID154,Firestarters,0,0,0,0,0,"Middletown,OH"
tID155,Sphinxes,0,0,0,0,0,"Tuntutuliak,AK"
tID156,Bolts,0,0,0,0,0,"Stryker,OH"
tID157,Xcalibers,0,0,0,0,0,"Brooklyn,IN"
tID158,Gunslingers,0,0,0,0,0,"Smithland,IA"
tID159,Lynxes,0,0,0,0,0,"Fort Carson,CO"
tID160,Thunderhawks,0,0,0,0,0,"Batavia,WI"
tID161,Wolverines,0,0,0,0,0,"Raemon,NC"
tID162,Gaels,0,0,0,0,0,"Bally,PA"
tID163,Voyagers,0,0,0,0,0,"Lawrenceville,NJ"
tID164,Maulers,0,0,0,0,0,"Dillsburg,PA"
tID165,Overcomers,0,0,0,0,0,"Laurens,SC"
tID166,Gnomes,0,0,0,0,0,"Cherry Valley,AR"
tID167,Skyhawks,0,0,0,0,0,"West Logan,WV"
tID168,Exiles,0,0,0,0,0,"Kensington,KS"
tID169,Gunners,0,0,0,0,0,"Lukachukai,AZ"
tID170,Sages,0,0,0,0,0,"Rock,MI"
tID171,Titans,0,0,0,0,0,"Whitney,TX"
tID172,Gladiators,0,0,0,0,0,"Hornbeck,LA"
tID173,Darkhorses,0,0,0,0,0,"Oak Park,GA"
tID174,Gunners,0,0,0,0,0,"Hidden Lakes,OH"
tID175,Yachtsmen,0,0,0,0,0,"Cliffside Park,NJ"
tID176,Foresters,0,0,0,0,0,"Guthrie,OK"
tID177,Sabers,0,0,0,0,0,"Pabellones,PR"
tID178,Sailors,0,0,0,0,0,"Hanover,IN"
tID179,Predators,0,0,0,0,0,"Amasa,MI"
tID180,Yachtsmen,0,0,0,0,0,"Social Circle,GA"
tID181,Xenons,0,0,0,0,0,"Colusa,CA"
tID182,Mechs,0,0,0,0,0,"Twin,AL"
tID183,Venom,0,0,0,0,0,"Centennial Park,AZ"
tID184,Hurricanes,0,0,0,0,0,"Acton,CA"
tID185,Warhammers,0,0,0,0,0,"Spring Grove,MN"
tID186,Sphinxes,0,0,0,0,0,"Ransom Canyon,TX"
tID187,Varmints,0,0,0,0,0,"Grinnell,KS"
tID188,Hurricanes,0,0,0,0,0,"Wamic,OR"
tID189,Regents,0,0,0,0,0,"Brighton,IL"
tID190,Quasars,0,0,0,0,0,"Canton,MS"
tID191,Tuskers,0,0,0,0,0,"Hartline,WA"
tID192,Gargoyles,0,0,0,0,0,"Quilcene,WA"
tID193,Dictators,0,0,0,0,0,"Rowland Heights,CA"
tID194,Bolts,0,0,0,0,0,"Rattan,OK"
tID195,Hermits,0,0,0,0,0,"Vander,NC"
tID196,Monks,0,0,0,0,0,"Beaconsfield,IA"
tID197,Apollos,0,0,0,0,0,"Grapeville,PA"
tID198,Apollos,0,0,0,0,0,"Trinity,AL"
tID199,Enforcers,0,0,0,0,0,"Gang Mills,NY"
tID200,Sultans,0,0,0,0,0,"Jenkinsville,SC"
tID201,Honorables,0,0,0,0,0,"Orange Beach,AL"
tID202,Tycoons,0,0,0,0,0,"Taylor Landing,TX"
tID203,Outsiders,0,0,0,0,0,"Montpelier,ID"
tID204,Imperials,0,0,0,0,0,"Chanhassen,MN"
tID205,Pegasus,0,0,0,0,0,"Galisteo,NM"
tID206,Torches,0,0,0,0,0,"White Earth,ND"
tID207,Spirits,0,0,0,0,0,"Lindsay,OK"
tID208,Barracudas,0,0,0,0,0,"Cohutta,GA"
tID209,Pantheon,0,0,0,0,0,"Crandon,WI"
tID210,Watchers,0,0,0,0,0,"Middleburg,PA"
tID211,Muses,0,0,0,0,0,"Honaunau-Napoopoo,HI"
tID212,Warbirds,0,0,0,0,0,"Bluffton,OH"
tID213,Galleons,0,0,0,0,0,"Overlea,MD"
tID214,Windsmiths,0,0,0,0,0,"Fort Plain,NY"
tID215,Ironsides,0,0,0,0,0,"Box Elder,SD"
tID216,Tycoons,0,0,0,0,0,"Hoopa,CA"
tID217,Sphinxes,0,0,0,0,0,"Cromwell,IA"
tID218,Overcomers,0,0,0,0,0,"Seymour,IL"
tID219,Gargoyles,0,0,0,0,0,"Stanchfield,MN"
tID220,Yetis,0,0,0,0,0,"Hancocks Bridge,NJ"
tID221,Daggers,0,0,0,0,0,"Caraway,AR"
tID222,Dreadnoughts,0,0,0,0,0,"Marbury,AL"
tID223,Pitbulls,0,0,0,0,0,"Branchville,CT"
tID224,Giants,0,0,0,0,0,"Oliver,WI"
tID225,Hawks,0,0,0,0,0,"Belle Plaine,MN"
tID226,Conduits,0,0,0,0,0,"Bowling Green,MD"
tID227,Gunslingers,0,0,0,0,0,"Port Clinton,OH"
tID228,Titans,0,0,0,0,0,"Herington,KS"
tID229,Invaders,0,0,0,0,0,"Willow Lake,IL"
tID230,Astartes,0,0,0,0,0,"Xenia,IL"
tID231,Shieldbearers,0,0,0,0,0,"Manchester,GA"
tID232,Yetis,0,0,0,0,0,"Ammon,ID"
tID233,Slayers,0,0,0,0,0,"Porter,MN"
tID234,Kites,0,0,0,0,0,"Sterling,OK"
tID235,Torches,0,0,0,0,0,"Sumner,GA"
tID236,Neptunes,0,0,0,0,0,"Lushton,NE"
tID237,Elites,0,0,0,0,0,"Five Points,OH"
tID238,Voyagers,0,0,0,0,0,"Jermyn,PA"
tID239,Warriors,0,0,0,0,0,"Lake Dunlap,TX"
tID240,Spiders,0,0,0,0,0,"New Haven,IL"
tID241,Shamans,0,0,0,0,0,"Stone Creek,OH"
tID242,Sultans,0,0,0,0,0,"Deer Creek,IN"
tID243,Predators,0,0,0,0,0,"Oakville,MO"
tID244,Rhinos,0,0,0,0,0,"Punta Santiago,PR"
tID245,Wraiths,0,0,0,0,0,"Mabie,CA"
tID246,Sages,0,0,0,0,0,"Brenton,WV"
tID247,Terrapins,0,0,0,0,0,"Rhododendron,OR"
tID248,Explorers,0,0,0,0,0,"Armona,CA"
tID249,Gunslingers,0,0,0,0,0,"Llano,TX"
tID250,Blizzards,0,0,0,0,0,"Northview,MI"
tID251,Eagles,0,0,0,0,0,"Benton City,MO"
tID252,Gladiators,0,0,0,0,0,"Baldwin City,KS"
tID253,Magnates,0,0,0,0,0,"Hales Corners,WI"
tID254,Valkyries,0,0,0,0,0,"Millersburg,IA"
tID255,Mountaineers,0,0,0,0,0,"Cheraw,CO"
tID256,Shamans,0,0,0,0,0,"El Combate,PR"
tID257,Thunderbolts,0,0,0,0,0,"Nelchina,AK"
tID258,Nomads,0,0,0,0,0,"Mountain Plains,SD"
tID259,Buffalos,0,0,0,0,0,"Markleeville,CA"
tID260,Sea Dogs,0,0,0,0,0,"Bridgeport,WA"
tID261,Luminaries,0,0,0,0,0,"Denton,KS"
